Tahun,Tanaman,Bulan,Produksi,Suhu_Rata2_Nasional,Rata_Rata_Curah_Hujan_Nasional
2016,Karet Kering,4,33.6,27.842248599703808,13.232595673723155
2016,Minyak Sawit,4,1515.88,27.842248599703808,13.232595673723155
2016,Kopi,4,0.19,27.842248599703808,13.232595673723155
2016,Teh,4,8.4,27.842248599703808,13.232595673723155
2016,Gula Tebu,4,37.81,27.842248599703808,13.232595673723155
2016,Karet Kering,5,43.52,27.854217513471056,13.310338565081755
2016,Minyak Sawit,5,1505.81,27.854217513471056,13.310338565081755
2016,Kopi,5,0.55,27.854217513471056,13.310338565081755
2016,Teh,5,7.85,27.854217513471056,13.310338565081755
2016,Gula Tebu,5,102.12,27.854217513471056,13.310338565081755
2016,Karet Kering,6,43.3,27.34149299087064,14.246110351878183
2016,Minyak Sawit,6,1576.95,27.34149299087064,14.246110351878183
2016,Kopi,6,0.96,27.34149299087064,14.246110351878183
2016,Teh,6,7.6,27.34149299087064,14.246110351878183
2016,Gula Tebu,6,146.2,27.34149299087064,14.246110351878183
2016,Karet Kering,7,37.01,27.19471444385533,13.198183885741372
2016,Minyak Sawit,7,1496.82,27.19471444385533,13.198183885741372
2016,Kopi,7,1.35,27.19471444385533,13.198183885741372
2016,Teh,7,7.26,27.19471444385533,13.198183885741372
2016,Gula Tebu,7,171.27,27.19471444385533,13.198183885741372
2016,Karet Kering,8,32.64,27.41208207252317,11.726075402684767
2016,Minyak Sawit,8,1671.25,27.41208207252317,11.726075402684767
2016,Kopi,8,1.53,27.41208207252317,11.726075402684767
2016,Teh,8,7.48,27.41208207252317,11.726075402684767
2016,Gula Tebu,8,251.97,27.41208207252317,11.726075402684767
2016,Karet Kering,9,77.04,27.43152129034399,13.902257873686647
2016,Minyak Sawit,9,2001.68,27.43152129034399,13.902257873686647
2016,Kopi,9,1.35,27.43152129034399,13.902257873686647
2016,Teh,9,6.92,27.43152129034399,13.902257873686647
2016,Gula Tebu,9,210.47,27.43152129034399,13.902257873686647
2016,Karet Kering,10,75.05,27.46237123573834,13.33284078349469
2016,Minyak Sawit,10,1891.22,27.46237123573834,13.33284078349469
2016,Kopi,10,1.17,27.46237123573834,13.33284078349469
2016,Teh,10,7.06,27.46237123573834,13.33284078349469
2016,Gula Tebu,10,96.39,27.46237123573834,13.33284078349469
2016,Karet Kering,11,66.53,27.50102242978037,14.223858229830096
2016,Minyak Sawit,11,1841.75,27.50102242978037,14.223858229830096
2016,Kopi,11,0.85,27.50102242978037,14.223858229830096
2016,Teh,11,7.13,27.50102242978037,14.223858229830096
2016,Gula Tebu,11,49,27.50102242978037,14.223858229830096
2016,Karet Kering,12,81.79,27.352271440806422,14.6468345141559
2016,Minyak Sawit,12,1795.29,27.352271440806422,14.6468345141559
2016,Kopi,12,0.31,27.352271440806422,14.6468345141559
2016,Teh,12,7.54,27.352271440806422,14.6468345141559
2016,Gula Tebu,12,29.38,27.352271440806422,14.6468345141559
2017,Karet Kering,1,39.23,26.75965150694208,14.682592129060946
2017,Minyak Sawit,1,1833.26,26.75965150694208,14.682592129060946
2017,Kopi,1,0.03,26.75965150694208,14.682592129060946
2017,Teh,1,7.73,26.75965150694208,14.682592129060946
2017,Gula Tebu,1,0,26.75965150694208,14.682592129060946
2017,Karet Kering,2,39.36,26.78345912835517,15.098305097418734
2017,Minyak Sawit,2,1710.8,26.78345912835517,15.098305097418734
2017,Kopi,2,0.05,26.78345912835517,15.098305097418734
2017,Teh,2,7.28,26.78345912835517,15.098305097418734
2017,Gula Tebu,2,0.02,26.78345912835517,15.098305097418734
2017,Karet Kering,3,39.66,27.045340982501312,14.510284297261537
2017,Minyak Sawit,3,1758.03,27.045340982501312,14.510284297261537
2017,Kopi,3,0.05,27.045340982501312,14.510284297261537
2017,Teh,3,7.14,27.045340982501312,14.510284297261537
2017,Gula Tebu,3,4.27,27.045340982501312,14.510284297261537
2017,Karet Kering,4,35.23,27.167417759404923,13.853551871355576
2017,Minyak Sawit,4,1721.95,27.167417759404923,13.853551871355576
2017,Kopi,4,1.14,27.167417759404923,13.853551871355576
2017,Teh,4,8.06,27.167417759404923,13.853551871355576
2017,Gula Tebu,4,45.21,27.167417759404923,13.853551871355576
2017,Karet Kering,5,45.53,27.29357065648585,13.896949876344502
2017,Minyak Sawit,5,1809.5,27.29357065648585,13.896949876344502
2017,Kopi,5,2.24,27.29357065648585,13.896949876344502
2017,Teh,5,8.08,27.29357065648585,13.896949876344502
2017,Gula Tebu,5,75.26,27.29357065648585,13.896949876344502
2017,Karet Kering,6,45.36,26.86866143763393,14.14210481511969
2017,Minyak Sawit,6,1684.22,26.86866143763393,14.14210481511969
2017,Kopi,6,3.89,26.86866143763393,14.14210481511969
2017,Teh,6,6.93,26.86866143763393,14.14210481511969
2017,Gula Tebu,6,101.91,26.86866143763393,14.14210481511969
2017,Karet Kering,7,38.87,26.910693999707387,11.82736335945065
2017,Minyak Sawit,7,1944.41,26.910693999707387,11.82736335945065
2017,Kopi,7,4.75,26.910693999707387,11.82736335945065
2017,Teh,7,8.2,26.910693999707387,11.82736335945065
2017,Gula Tebu,7,194.91,26.910693999707387,11.82736335945065
2017,Karet Kering,8,34.32,26.846355470235416,11.445835196744628
2017,Minyak Sawit,8,1897.57,26.846355470235416,11.445835196744628
2017,Kopi,8,5.14,26.846355470235416,11.445835196744628
2017,Teh,8,7.11,26.846355470235416,11.445835196744628
2017,Gula Tebu,8,230.03,26.846355470235416,11.445835196744628
2017,Karet Kering,9,80.08,27.045990113292387,12.48630745876869
2017,Minyak Sawit,9,1886.92,27.045990113292387,12.48630745876869
2017,Kopi,9,4.89,27.045990113292387,12.48630745876869
2017,Teh,9,6.88,27.045990113292387,12.48630745876869
2017,Gula Tebu,9,205.6,27.045990113292387,12.48630745876869
2017,Karet Kering,10,78.15,27.38720388650584,13.879916877465638
2017,Minyak Sawit,10,1840.43,27.38720388650584,13.879916877465638
2017,Kopi,10,4.48,27.38720388650584,13.879916877465638
2017,Teh,10,7.77,27.38720388650584,13.879916877465638
2017,Gula Tebu,10,73.6,27.38720388650584,13.879916877465638
2017,Karet Kering,11,69.33,27.09089914998385,15.228087706375804
2017,Minyak Sawit,11,1843.96,27.09089914998385,15.228087706375804
2017,Kopi,11,2.79,27.09089914998385,15.228087706375804
2017,Teh,11,8.29,27.09089914998385,15.228087706375804
2017,Gula Tebu,11,34.09,27.09089914998385,15.228087706375804
2017,Karet Kering,12,85.09,26.91091830139137,15.37046514875483
2017,Minyak Sawit,12,1818.06,26.91091830139137,15.37046514875483
2017,Kopi,12,0.85,26.91091830139137,15.37046514875483
2017,Teh,12,8.46,26.91091830139137,15.37046514875483
2017,Gula Tebu,12,11.98,26.91091830139137,15.37046514875483
2018,Karet Kering,1,40.16,26.89506525674387,14.056302403922842
2018,Minyak Sawit,1,2064.89,26.89506525674387,14.056302403922842
2018,Kopi,1,0.02,26.89506525674387,14.056302403922842
2018,Teh,1,8.71,26.89506525674387,14.056302403922842
2018,Gula Tebu,1,0,26.89506525674387,14.056302403922842
2018,Karet Kering,2,40.01,26.94476810669792,14.897432679071535
2018,Minyak Sawit,2,1957.06,26.94476810669792,14.897432679071535
2018,Kopi,2,0.07,26.94476810669792,14.897432679071535
2018,Teh,2,6.56,26.94476810669792,14.897432679071535
2018,Gula Tebu,2,0.93,26.94476810669792,14.897432679071535
2018,Karet Kering,3,39.15,27.08739581217305,14.53962670686149
2018,Minyak Sawit,3,2151.51,27.08739581217305,14.53962670686149
2018,Kopi,3,0.03,27.08739581217305,14.53962670686149
2018,Teh,3,7.15,27.08739581217305,14.53962670686149
2018,Gula Tebu,3,4.6,27.08739581217305,14.53962670686149
2018,Karet Kering,4,36.73,27.309015354342296,13.032338147596889
2018,Minyak Sawit,4,2234.59,27.309015354342296,13.032338147596889
2018,Kopi,4,0.71,27.309015354342296,13.032338147596889
2018,Teh,4,8.22,27.309015354342296,13.032338147596889
2018,Gula Tebu,4,75.58,27.309015354342296,13.032338147596889
2018,Karet Kering,5,42.75,27.33824569285415,11.52819515081647
2018,Minyak Sawit,5,2394.14,27.33824569285415,11.52819515081647
2018,Kopi,5,2.33,27.33824569285415,11.52819515081647
2018,Teh,5,7.71,27.33824569285415,11.52819515081647
2018,Gula Tebu,5,113.83,27.33824569285415,11.52819515081647
2018,Karet Kering,6,42.95,26.93789391436103,12.59683178129842
2018,Minyak Sawit,6,2172.37,26.93789391436103,12.59683178129842
2018,Kopi,6,4.4,26.93789391436103,12.59683178129842
2018,Teh,6,6.4,26.93789391436103,12.59683178129842
2018,Gula Tebu,6,111.1,26.93789391436103,12.59683178129842
2018,Karet Kering,7,40.28,26.97725103514952,10.091305097065032
2018,Minyak Sawit,7,2579.02,26.97725103514952,10.091305097065032
2018,Kopi,7,7.05,26.97725103514952,10.091305097065032
2018,Teh,7,7.65,26.97725103514952,10.091305097065032
2018,Gula Tebu,7,172.26,26.97725103514952,10.091305097065032
2018,Karet Kering,8,35.32,27.05507097175887,10.118711294402193
2018,Minyak Sawit,8,2500.35,27.05507097175887,10.118711294402193
2018,Kopi,8,5.94,27.05507097175887,10.118711294402193
2018,Teh,8,5.99,27.05507097175887,10.118711294402193
2018,Gula Tebu,8,184.5,27.05507097175887,10.118711294402193
2018,Karet Kering,9,49.37,27.140709586737565,11.08339455137492
2018,Minyak Sawit,9,2495.98,27.140709586737565,11.08339455137492
2018,Kopi,9,3.59,27.140709586737565,11.08339455137492
2018,Teh,9,6.78,27.140709586737565,11.08339455137492
2018,Gula Tebu,9,146.68,27.140709586737565,11.08339455137492
2018,Karet Kering,10,51.21,27.321513869569877,12.8778924711298
2018,Minyak Sawit,10,2487.76,27.321513869569877,12.8778924711298
2018,Kopi,10,2.17,27.321513869569877,12.8778924711298
2018,Teh,10,8.12,27.321513869569877,12.8778924711298
2018,Gula Tebu,10,63.46,27.321513869569877,12.8778924711298
2018,Karet Kering,11,48.77,27.33897463974664,13.910340530434857
2018,Minyak Sawit,11,2346.21,27.33897463974664,13.910340530434857
2018,Kopi,11,1.25,27.33897463974664,13.910340530434857
2018,Teh,11,8.48,27.33897463974664,13.910340530434857
2018,Gula Tebu,11,15.99,27.33897463974664,13.910340530434857
2018,Karet Kering,12,52.39,27.21453942874512,14.634230304054965
2018,Minyak Sawit,12,2202.96,27.21453942874512,14.634230304054965
2018,Kopi,12,0.57,27.21453942874512,14.634230304054965
2018,Teh,12,8.25,27.21453942874512,14.634230304054965
2018,Gula Tebu,12,7.76,27.21453942874512,14.634230304054965
2019,Karet Kering,1,33.31,27.1452693388599,13.88528454834467
2019,Minyak Sawit,1,2594.96,27.1452693388599,13.88528454834467
2019,Kopi,1,0,27.1452693388599,13.88528454834467
2019,Teh,1,7.96,27.1452693388599,13.88528454834467
2019,Gula Tebu,1,3.24,27.1452693388599,13.88528454834467
2019,Karet Kering,2,32.24,27.358640424800655,13.871508992455906
2019,Minyak Sawit,2,2391.49,27.358640424800655,13.871508992455906
2019,Kopi,2,0,27.358640424800655,13.871508992455906
2019,Teh,2,6.42,27.358640424800655,13.871508992455906
2019,Gula Tebu,2,7.4,27.358640424800655,13.871508992455906
2019,Karet Kering,3,30.21,27.40541451310693,14.127087523711962
2019,Minyak Sawit,3,2495.36,27.40541451310693,14.127087523711962
2019,Kopi,3,0.01,27.40541451310693,14.127087523711962
2019,Teh,3,7.68,27.40541451310693,14.127087523711962
2019,Gula Tebu,3,26.47,27.40541451310693,14.127087523711962
2019,Karet Kering,4,26,27.58502195739825,14.909212364716169
2019,Minyak Sawit,4,2574.2,27.58502195739825,14.909212364716169
2019,Kopi,4,0.02,27.58502195739825,14.909212364716169
2019,Teh,4,7.51,27.58502195739825,14.909212364716169
2019,Gula Tebu,4,33.2,27.58502195739825,14.909212364716169
2019,Karet Kering,5,40.3,27.58899456476715,11.574622373579947
2019,Minyak Sawit,5,2782.1,27.58899456476715,11.574622373579947
2019,Kopi,5,0.19,27.58899456476715,11.574622373579947
2019,Teh,5,8.1,27.58899456476715,11.574622373579947
2019,Gula Tebu,5,64.67,27.58899456476715,11.574622373579947
2019,Karet Kering,6,34.32,27.18649648306296,12.648600813184908
2019,Minyak Sawit,6,2628.41,27.18649648306296,12.648600813184908
2019,Kopi,6,0.86,27.18649648306296,12.648600813184908
2019,Teh,6,6.73,27.18649648306296,12.648600813184908
2019,Gula Tebu,6,57.27,27.18649648306296,12.648600813184908
2019,Karet Kering,7,33.64,26.951088340196765,10.369295976921489
2019,Minyak Sawit,7,2848.2,26.951088340196765,10.369295976921489
2019,Kopi,7,2.96,26.951088340196765,10.369295976921489
2019,Teh,7,7.4,26.951088340196765,10.369295976921489
2019,Gula Tebu,7,187.85,26.951088340196765,10.369295976921489
2019,Karet Kering,8,28.39,27.17593315048211,10.009830088014157
2019,Minyak Sawit,8,2870.98,27.17593315048211,10.009830088014157
2019,Kopi,8,2.74,27.17593315048211,10.009830088014157
2019,Teh,8,5.36,27.17593315048211,10.009830088014157
2019,Gula Tebu,8,207.91,27.17593315048211,10.009830088014157
2019,Karet Kering,9,27.96,27.356616556496565,8.971802806481422
2019,Minyak Sawit,9,2889.9,27.356616556496565,8.971802806481422
2019,Kopi,9,1.78,27.356616556496565,8.971802806481422
2019,Teh,9,5.05,27.356616556496565,8.971802806481422
2019,Gula Tebu,9,232.59,27.356616556496565,8.971802806481422
2019,Karet Kering,10,28.32,27.605928862598805,11.885289902041572
2019,Minyak Sawit,10,2857.41,27.605928862598805,11.885289902041572
2019,Kopi,10,1.13,27.605928862598805,11.885289902041572
2019,Teh,10,4.86,27.605928862598805,11.885289902041572
2019,Gula Tebu,10,126.43,27.605928862598805,11.885289902041572
2019,Karet Kering,11,28.67,27.833001081663344,10.952509477285954
2019,Minyak Sawit,11,2666.68,27.833001081663344,10.952509477285954
2019,Kopi,11,0.22,27.833001081663344,10.952509477285954
2019,Teh,11,5.41,27.833001081663344,10.952509477285954
2019,Gula Tebu,11,10.72,27.833001081663344,10.952509477285954
2019,Karet Kering,12,31.43,27.492856599542,14.090725947166147
2019,Minyak Sawit,12,2594.69,27.492856599542,14.090725947166147
2019,Kopi,12,0.13,27.492856599542,14.090725947166147
2019,Teh,12,6.96,27.492856599542,14.090725947166147
2019,Gula Tebu,12,0,27.492856599542,14.090725947166147
2020,Karet Kering,1,19.92,27.60539432526286,15.291222792229648
2020,Minyak Sawit,1,2410.5,27.60539432526286,15.291222792229648
2020,Kopi,1,0.05,27.60539432526286,15.291222792229648
2020,Teh,1,8.6,27.60539432526286,15.291222792229648
2020,Gula Tebu,1,0,27.60539432526286,15.291222792229648
2020,Karet Kering,2,19.69,27.522065451084064,15.172262861753696
2020,Minyak Sawit,2,2273.74,27.522065451084064,15.172262861753696
2020,Kopi,2,0.04,27.522065451084064,15.172262861753696
2020,Teh,2,7.64,27.522065451084064,15.172262861753696
2020,Gula Tebu,2,0.36,27.522065451084064,15.172262861753696
2020,Karet Kering,3,19.91,27.527961036228294,15.227153763239407
2020,Minyak Sawit,3,2305.17,27.527961036228294,15.227153763239407
2020,Kopi,3,0.05,27.527961036228294,15.227153763239407
2020,Teh,3,7.97,27.527961036228294,15.227153763239407
2020,Gula Tebu,3,13.81,27.527961036228294,15.227153763239407
2020,Karet Kering,4,18.76,29.143110620633667,14.60684201892681
2020,Minyak Sawit,4,2403.93,29.143110620633667,14.60684201892681
2020,Kopi,4,0.03,29.143110620633667,14.60684201892681
2020,Teh,4,8.91,29.143110620633667,14.60684201892681
2020,Gula Tebu,4,7.61,29.143110620633667,14.60684201892681
2020,Karet Kering,5,21.3,29.128206119656586,14.680103701840624
2020,Minyak Sawit,5,2397.28,29.128206119656586,14.680103701840624
2020,Kopi,5,0.04,29.128206119656586,14.680103701840624
2020,Teh,5,7.71,29.128206119656586,14.680103701840624
2020,Gula Tebu,5,34.65,29.128206119656586,14.680103701840624
2020,Karet Kering,6,21.54,27.159151212122215,12.203321829241768
2020,Minyak Sawit,6,2383.48,27.159151212122215,12.203321829241768
2020,Kopi,6,0.33,27.159151212122215,12.203321829241768
2020,Teh,6,8.85,27.159151212122215,12.203321829241768
2020,Gula Tebu,6,128.65,27.159151212122215,12.203321829241768
2020,Karet Kering,7,20.43,27.624336290339578,11.933757669518371
2020,Minyak Sawit,7,2297.9,27.624336290339578,11.933757669518371
2020,Kopi,7,1.11,27.624336290339578,11.933757669518371
2020,Teh,7,7.72,27.624336290339578,11.933757669518371
2020,Gula Tebu,7,150.29,27.624336290339578,11.933757669518371
2020,Karet Kering,8,17.86,27.312133920187925,10.964064170211142
2020,Minyak Sawit,8,2484.3,27.312133920187925,10.964064170211142
2020,Kopi,8,1.28,27.312133920187925,10.964064170211142
2020,Teh,8,6.63,27.312133920187925,10.964064170211142
2020,Gula Tebu,8,202.7,27.312133920187925,10.964064170211142
2020,Karet Kering,9,22.58,27.441914314025126,12.84916236494964
2020,Minyak Sawit,9,2684.2,27.441914314025126,12.84916236494964
2020,Kopi,9,1.47,27.441914314025126,12.84916236494964
2020,Teh,9,6.95,27.441914314025126,12.84916236494964
2020,Gula Tebu,9,157.46,27.441914314025126,12.84916236494964
2020,Karet Kering,10,24.01,27.45939797265161,13.63378719407492
2020,Minyak Sawit,10,2864.09,27.45939797265161,13.63378719407492
2020,Kopi,10,0.54,27.45939797265161,13.63378719407492
2020,Teh,10,6.98,27.45939797265161,13.63378719407492
2020,Gula Tebu,10,106.73,27.45939797265161,13.63378719407492
2020,Karet Kering,11,22.9,27.52759196615955,13.882580340425696
2020,Minyak Sawit,11,2752.73,27.52759196615955,13.882580340425696
2020,Kopi,11,0.09,27.52759196615955,13.882580340425696
2020,Teh,11,7.74,27.52759196615955,13.882580340425696
2020,Gula Tebu,11,55.5,27.52759196615955,13.882580340425696
2020,Karet Kering,12,24.43,27.18983330920721,14.164974403462889
2020,Minyak Sawit,12,2989.11,27.18983330920721,14.164974403462889
2020,Kopi,12,0.06,27.18983330920721,14.164974403462889
2020,Teh,12,8.47,27.18983330920721,14.164974403462889
2020,Gula Tebu,12,73.79,27.18983330920721,14.164974403462889
2021,Karet Kering,1,19.26,26.899748480217607,16.632775440894093
2021,Minyak Sawit,1,2499.03,26.899748480217607,16.632775440894093
2021,Kopi,1,0.01,26.899748480217607,16.632775440894093
2021,Teh,1,7.8,26.899748480217607,16.632775440894093
2021,Gula Tebu,1,0.6,26.899748480217607,16.632775440894093
2021,Karet Kering,2,19.01,27.096308787400755,13.72104174080913
2021,Minyak Sawit,2,2324.18,27.096308787400755,13.72104174080913
2021,Kopi,2,0.01,27.096308787400755,13.72104174080913
2021,Teh,2,6.39,27.096308787400755,13.72104174080913
2021,Gula Tebu,2,7.13,27.096308787400755,13.72104174080913
2021,Karet Kering,3,18.56,27.253767897682177,13.681726146824836
2021,Minyak Sawit,3,2588.91,27.253767897682177,13.681726146824836
2021,Kopi,3,0.02,27.253767897682177,13.681726146824836
2021,Teh,3,8.01,27.253767897682177,13.681726146824836
2021,Gula Tebu,3,17.17,27.253767897682177,13.681726146824836
2021,Karet Kering,4,18.34,28.55341709872664,14.812456876203536
2021,Minyak Sawit,4,2565.18,28.55341709872664,14.812456876203536
2021,Kopi,4,0.07,28.55341709872664,14.812456876203536
2021,Teh,4,8.11,28.55341709872664,14.812456876203536
2021,Gula Tebu,4,74.92,28.55341709872664,14.812456876203536
2021,Karet Kering,5,15.72,27.404413068320736,13.420126112839885
2021,Minyak Sawit,5,2481.59,27.404413068320736,13.420126112839885
2021,Kopi,5,0.22,27.404413068320736,13.420126112839885
2021,Teh,5,6.82,27.404413068320736,13.420126112839885
2021,Gula Tebu,5,89.02,27.404413068320736,13.420126112839885
2021,Karet Kering,6,19.56,27.00152551720718,11.848742557540008
2021,Minyak Sawit,6,2652.27,27.00152551720718,11.848742557540008
2021,Kopi,6,0.87,27.00152551720718,11.848742557540008
2021,Teh,6,8.58,27.00152551720718,11.848742557540008
2021,Gula Tebu,6,162.98,27.00152551720718,11.848742557540008
2021,Karet Kering,7,18.2,26.98889154161692,13.064066268693448
2021,Minyak Sawit,7,2469.66,26.98889154161692,13.064066268693448
2021,Kopi,7,1.6,26.98889154161692,13.064066268693448
2021,Teh,7,6.77,26.98889154161692,13.064066268693448
2021,Gula Tebu,7,178.26,26.98889154161692,13.064066268693448
2021,Karet Kering,8,15.86,26.916012404511488,13.081509491681723
2021,Minyak Sawit,8,2567.39,26.916012404511488,13.081509491681723
2021,Kopi,8,1.71,26.916012404511488,13.081509491681723
2021,Teh,8,6.95,26.916012404511488,13.081509491681723
2021,Gula Tebu,8,163.66,26.916012404511488,13.081509491681723
2021,Karet Kering,9,17.32,28.017126229911025,14.343186375913806
2021,Minyak Sawit,9,2547.63,28.017126229911025,14.343186375913806
2021,Kopi,9,0.53,28.017126229911025,14.343186375913806
2021,Teh,9,6.77,28.017126229911025,14.343186375913806
2021,Gula Tebu,9,137.03,28.017126229911025,14.343186375913806
2021,Karet Kering,10,18.27,29.51011692820348,13.515371972291288
2021,Minyak Sawit,10,2357.61,29.51011692820348,13.515371972291288
2021,Kopi,10,0.12,29.51011692820348,13.515371972291288
2021,Teh,10,6.71,29.51011692820348,13.515371972291288
2021,Gula Tebu,10,95.35,29.51011692820348,13.515371972291288
2021,Karet Kering,11,18.17,27.75565844014089,15.28157556330168
2021,Minyak Sawit,11,2298.4,27.75565844014089,15.28157556330168
2021,Kopi,11,0.12,27.75565844014089,15.28157556330168
2021,Teh,11,7.23,27.75565844014089,15.28157556330168
2021,Gula Tebu,11,38.15,27.75565844014089,15.28157556330168
2021,Karet Kering,12,20.8,28.107763932228767,15.6295069800399
2021,Minyak Sawit,12,2265.8,28.107763932228767,15.6295069800399
2021,Kopi,12,0.05,28.107763932228767,15.6295069800399
2021,Teh,12,7.39,28.107763932228767,15.6295069800399
2021,Gula Tebu,12,4.7,28.107763932228767,15.6295069800399
2022,Karet Kering,1,18.52,27.033191921840327,13.789216092458236
2022,Minyak Sawit,1,1781.71,27.033191921840327,13.789216092458236
2022,Kopi,1,0.01,27.033191921840327,13.789216092458236
2022,Teh,1,7.51,27.033191921840327,13.789216092458236
2022,Gula Tebu,1,0,27.033191921840327,13.789216092458236
2022,Karet Kering,2,15.9,30.33623143561856,14.590701042701292
2022,Minyak Sawit,2,1737.08,30.33623143561856,14.590701042701292
2022,Kopi,2,0,30.33623143561856,14.590701042701292
2022,Teh,2,6.41,30.33623143561856,14.590701042701292
2022,Gula Tebu,2,7.89,30.33623143561856,14.590701042701292
2022,Karet Kering,3,16.77,31.2272474940126,13.947015255924589
2022,Minyak Sawit,3,1947.5,31.2272474940126,13.947015255924589
2022,Kopi,3,0,31.2272474940126,13.947015255924589
2022,Teh,3,5.89,31.2272474940126,13.947015255924589
2022,Gula Tebu,3,16.84,31.2272474940126,13.947015255924589
2022,Karet Kering,4,17.22,28.56730161413588,12.785397416540286
2022,Minyak Sawit,4,2348.42,28.56730161413588,12.785397416540286
2022,Kopi,4,0.03,28.56730161413588,12.785397416540286
2022,Teh,4,5.99,28.56730161413588,12.785397416540286
2022,Gula Tebu,4,85.66,28.56730161413588,12.785397416540286
2022,Karet Kering,5,14.17,28.32926803752952,12.805911604141988
2022,Minyak Sawit,5,2232.54,28.32926803752952,12.805911604141988
2022,Kopi,5,0.32,28.32926803752952,12.805911604141988
2022,Teh,5,6.23,28.32926803752952,12.805911604141988
2022,Gula Tebu,5,73.22,28.32926803752952,12.805911604141988
2022,Karet Kering,6,18.36,28.63569361891772,12.97184812077984
2022,Minyak Sawit,6,2390.7,28.63569361891772,12.97184812077984
2022,Kopi,6,0.91,28.63569361891772,12.97184812077984
2022,Teh,6,6.65,28.63569361891772,12.97184812077984
2022,Gula Tebu,6,135.81,28.63569361891772,12.97184812077984
2022,Karet Kering,7,18.77,27.978641138594977,14.39867838491374
2022,Minyak Sawit,7,2529.91,27.978641138594977,14.39867838491374
2022,Kopi,7,1.07,27.978641138594977,14.39867838491374
2022,Teh,7,5.53,27.978641138594977,14.39867838491374
2022,Gula Tebu,7,132.13,27.978641138594977,14.39867838491374
2022,Karet Kering,8,17.05,28.10529649041297,12.890102172008389
2022,Minyak Sawit,8,2808.6,28.10529649041297,12.890102172008389
2022,Kopi,8,1.04,28.10529649041297,12.890102172008389
2022,Teh,8,6.07,28.10529649041297,12.890102172008389
2022,Gula Tebu,8,142.94,28.10529649041297,12.890102172008389
2022,Karet Kering,9,18.55,27.669269831596257,14.963818585359128
2022,Minyak Sawit,9,2819.51,27.669269831596257,14.963818585359128
2022,Kopi,9,0.37,27.669269831596257,14.963818585359128
2022,Teh,9,6.35,27.669269831596257,14.963818585359128
2022,Gula Tebu,9,130,27.669269831596257,14.963818585359128
2022,Karet Kering,10,17.56,28.929342038526155,14.79428224705472
2022,Minyak Sawit,10,3328.55,28.929342038526155,14.79428224705472
2022,Kopi,10,0.14,28.929342038526155,14.79428224705472
2022,Teh,10,6.06,28.929342038526155,14.79428224705472
2022,Gula Tebu,10,95.99,28.929342038526155,14.79428224705472
2022,Karet Kering,11,17.04,29.81127503635211,14.08818050087123
2022,Minyak Sawit,11,3335.97,29.81127503635211,14.08818050087123
2022,Kopi,11,0.06,29.81127503635211,14.08818050087123
2022,Teh,11,6.28,29.81127503635211,14.08818050087123
2022,Gula Tebu,11,52.54,29.81127503635211,14.08818050087123
2022,Karet Kering,12,17.88,26.903344016164475,14.903468539456302
2022,Minyak Sawit,12,3248.59,26.903344016164475,14.903468539456302
2022,Kopi,12,0.02,26.903344016164475,14.903468539456302
2022,Teh,12,5.8,26.903344016164475,14.903468539456302
2022,Gula Tebu,12,18.97,26.903344016164475,14.903468539456302
2023,Karet Kering,1,18.39,27.409460357612726,12.969041805209104
2023,Minyak Sawit,1,2128.74,27.409460357612726,12.969041805209104
2023,Kopi,1,0.05,27.409460357612726,12.969041805209104
2023,Teh,1,5.58,27.409460357612726,12.969041805209104
2023,Gula Tebu,1,2.11,27.409460357612726,12.969041805209104
2023,Karet Kering,2,16.32,27.639246490153717,15.002715603259896
2023,Minyak Sawit,2,1966.1,27.639246490153717,15.002715603259896
2023,Kopi,2,0.05,27.639246490153717,15.002715603259896
2023,Teh,2,3.98,27.639246490153717,15.002715603259896
2023,Gula Tebu,2,9.69,27.639246490153717,15.002715603259896
2023,Karet Kering,3,16.36,27.249514210076622,14.66664926189618
2023,Minyak Sawit,3,2148.87,27.249514210076622,14.66664926189618
2023,Kopi,3,0.01,27.249514210076622,14.66664926189618
2023,Teh,3,4.07,27.249514210076622,14.66664926189618
2023,Gula Tebu,3,23.88,27.249514210076622,14.66664926189618
2023,Karet Kering,4,12.75,27.566310459955364,13.304748947952971
2023,Minyak Sawit,4,2160.63,27.566310459955364,13.304748947952971
2023,Kopi,4,0.04,27.566310459955364,13.304748947952971
2023,Teh,4,5.19,27.566310459955364,13.304748947952971
2023,Gula Tebu,4,46.88,27.566310459955364,13.304748947952971
2023,Karet Kering,5,16.32,27.60741338094905,12.65583295304502
2023,Minyak Sawit,5,2555.02,27.60741338094905,12.65583295304502
2023,Kopi,5,0.4,27.60741338094905,12.65583295304502
2023,Teh,5,7.11,27.60741338094905,12.65583295304502
2023,Gula Tebu,5,109.39,27.60741338094905,12.65583295304502
2023,Karet Kering,6,17.85,27.30622245998629,12.218124419810444
2023,Minyak Sawit,6,2534.14,27.30622245998629,12.218124419810444
2023,Kopi,6,0.85,27.30622245998629,12.218124419810444
2023,Teh,6,6.16,27.30622245998629,12.218124419810444
2023,Gula Tebu,6,171.15,27.30622245998629,12.218124419810444
2023,Karet Kering,7,16.94,27.15494693109913,13.170141703519292
2023,Minyak Sawit,7,2763.03,27.15494693109913,13.170141703519292
2023,Kopi,7,0.89,27.15494693109913,13.170141703519292
2023,Teh,7,6.95,27.15494693109913,13.170141703519292
