Tahun,Bulan,Tanaman,Prediksi,Suhu_Nasional_Rata2_Tahunan,Total_RR_Nasional_Tahunan,Luas_Lahan,lag1,lag3,Skenario
2025,7,Kopi,1.43684654483619,33.58536603661716,1219852.0033333336,22.55,0.861441093370902,0.023331283943019754,Optimistis
2025,8,Kopi,1.472299702672229,33.58536603661716,1219852.0033333336,22.55,1.43684654483619,0.28055889234654674,Optimistis
2025,9,Kopi,0.4900197811647248,33.58536603661716,1219852.0033333336,22.55,1.472299702672229,0.861441093370902,Optimistis
2025,10,Kopi,0.21757083416414003,33.58536603661716,1219852.0033333336,22.55,0.4900197811647248,1.43684654483619,Optimistis
2025,11,Kopi,0.1255488438646406,33.58536603661716,1219852.0033333336,22.55,0.21757083416414003,1.472299702672229,Optimistis
2025,12,Kopi,0.132015517449537,33.58536603661716,1219852.0033333336,22.55,0.1255488438646406,0.4900197811647248,Optimistis
2026,1,Kopi,0.11211258046428196,36.943902640278885,1341837.2036666672,24.805000000000003,0.132015517449537,0.21757083416414003,Optimistis
2026,2,Kopi,0.10706407707756416,36.943902640278885,1341837.2036666672,24.805000000000003,0.11211258046428196,0.1255488438646406,Optimistis
2026,3,Kopi,0.12378798901978971,36.943902640278885,1341837.2036666672,24.805000000000003,0.10706407707756416,0.132015517449537,Optimistis
2026,4,Kopi,0.317727580758129,36.943902640278885,1341837.2036666672,24.805000000000003,0.12378798901978971,0.11211258046428196,Optimistis
2026,5,Kopi,0.9368966399955913,36.943902640278885,1341837.2036666672,24.805000000000003,0.317727580758129,0.10706407707756416,Optimistis
2026,6,Kopi,1.4997780222373929,36.943902640278885,1341837.2036666672,24.805000000000003,0.9368966399955913,0.12378798901978971,Optimistis
2026,7,Kopi,2.3977222773177944,36.943902640278885,1341837.2036666672,24.805000000000003,1.4997780222373929,0.317727580758129,Optimistis
2026,8,Kopi,2.659754960596839,36.943902640278885,1341837.2036666672,24.805000000000003,2.3977222773177944,0.9368966399955913,Optimistis
2026,9,Kopi,1.4451629581593533,36.943902640278885,1341837.2036666672,24.805000000000003,2.659754960596839,1.4997780222373929,Optimistis
2026,10,Kopi,0.5242837727027498,36.943902640278885,1341837.2036666672,24.805000000000003,1.4451629581593533,2.3977222773177944,Optimistis
2026,11,Kopi,0.03930409156835135,36.943902640278885,1341837.2036666672,24.805000000000003,0.5242837727027498,2.659754960596839,Optimistis
2026,12,Kopi,0.1554320872856254,36.943902640278885,1341837.2036666672,24.805000000000003,0.03930409156835135,1.4451629581593533,Optimistis
2027,1,Kopi,0.08393670900802674,40.63829290430679,1476020.9240333338,27.285500000000006,0.1554320872856254,0.5242837727027498,Optimistis
2027,2,Kopi,0.1593540132845508,40.63829290430679,1476020.9240333338,27.285500000000006,0.08393670900802674,0.03930409156835135,Optimistis
2027,3,Kopi,0.11086077818287321,40.63829290430679,1476020.9240333338,27.285500000000006,0.1593540132845508,0.1554320872856254,Optimistis
2027,4,Kopi,0.4756150570654607,40.63829290430679,1476020.9240333338,27.285500000000006,0.11086077818287321,0.08393670900802674,Optimistis
2027,5,Kopi,0.6614822805300851,40.63829290430679,1476020.9240333338,27.285500000000006,0.4756150570654607,0.1593540132845508,Optimistis
2027,6,Kopi,1.2840072820229522,40.63829290430679,1476020.9240333338,27.285500000000006,0.6614822805300851,0.11086077818287321,Optimistis
2027,7,Kopi,2.4166430466637507,40.63829290430679,1476020.9240333338,27.285500000000006,1.2840072820229522,0.4756150570654607,Optimistis
2027,8,Kopi,2.835333502065233,40.63829290430679,1476020.9240333338,27.285500000000006,2.4166430466637507,0.6614822805300851,Optimistis
2027,9,Kopi,1.5687307564474615,40.63829290430679,1476020.9240333338,27.285500000000006,2.835333502065233,1.2840072820229522,Optimistis
2027,10,Kopi,0.7784899813960932,40.63829290430679,1476020.9240333338,27.285500000000006,1.5687307564474615,2.4166430466637507,Optimistis
2027,11,Kopi,0.36461831346842133,40.63829290430679,1476020.9240333338,27.285500000000006,0.7784899813960932,2.835333502065233,Optimistis
2027,12,Kopi,0.21555392583093158,40.63829290430679,1476020.9240333338,27.285500000000006,0.36461831346842133,1.5687307564474615,Optimistis
2025,1,Minyak Sawit,2008.7797740911979,33.58536603661716,1219852.0033333336,10144.2,3118.47,3221.78,Optimistis
